iterations,error_inf,error_2,error_semi_H1
1000,0.07500261765939156,0.05404683882273146,0.33453040352223967
2000,0.08688867092132568,0.022122560979234165,0.2674101247546682
5000,0.05278179049491882,0.012528277349281927,0.1373854991710113
8000,0.06752368807792664,0.01728529508356685,0.24042898257324233
10000,0.053449735045433044,0.010902132241092346,0.1530237177375313
20000,0.012463957071304321,0.004076748402701841,0.05749448856850311
