iterations,error_inf,error_2
1000,0.07030276954174042,1.5299374758044928
2000,0.07931709289550781,0.6508474090098972
5000,0.0469728484749794,0.31548662868309285
8000,0.033816784620285034,0.20718977249825482
10000,0.077328622341156,0.601709808613939
20000,0.020108461380004883,0.15214921311389618
