iterations,error_inf,error_2
1000,6.612683225147991,77.8872145491005
2000,6.305457744472293,73.43888907561372
5000,5.750971886985568,67.21983694090834
8000,5.375709805362491,63.2995678705872
10000,6.092177960746555,74.52936699412699
20000,4.757595333926944,57.063064726970175
