iterations,error_inf,error_2,error_semi_H1
1000,0.6518386429988262,0.26466936450849154,0.6898532341702368
2000,0.3353432852214491,0.13618006157124193,0.7442020566679506
5000,0.28387205185352915,0.12848343102127532,0.4983920357000861
8000,0.20738029058277052,0.08420350135105234,0.4476634830616682
10000,0.18523042285632207,0.08664201366673337,0.3741215668743309
20000,0.21919567928591888,0.07542740881922519,0.32447631880187067
