iterations,error_inf,error_2,error_semi_H1
1000,6.698951843850879,2.6659267882539854,7.01424318583885
2000,5.944667253368167,2.2987644713089463,6.276258181701152
5000,5.823891672961978,2.2956847941683893,6.055984845407292
8000,5.6363863085439485,2.2880945150963963,5.954277428510981
10000,4.992651018970279,1.957065338815383,5.214668432596497
20000,4.856125939667654,1.858610060977309,4.826683121000116
