iterations,error_inf,error_2,error_semi_H1
1000,6.533037963979511,2.5980819148760848,6.822171439917767
2000,6.685320205711393,2.696655153089944,7.049319387602627
5000,6.236099902265338,2.5400905069000372,6.466498366160309
8000,5.817282113902835,2.296829380452034,6.005043726208575
10000,5.7597073053052705,2.3787530709918023,5.8579883793947465
20000,4.569851431720523,1.7706379734174318,4.497452535265753
