iterations,error_inf,error_2,error_semi_H1
1000,0.10798584070698607,0.06686478957436859,0.35413046243783436
2000,0.08962568640708923,0.024735346056847133,0.33554502596830177
5000,0.07246044278144836,0.01954896179510442,0.1845076827689651
8000,0.09167465567588806,0.020108459505355208,0.27954647249037756
10000,0.05993972718715668,0.012722139886832537,0.1446667448164236
20000,0.018320947885513306,0.005462793322588773,0.08691446094871516
