iterations,error_inf,error_2
1000,0.09303157175614352,2.221890910978092
2000,0.09926673769950867,0.7262107142825216
5000,0.05297974497079849,0.41696509687658034
8000,0.036203235387802124,0.22155809412180177
10000,0.09286519885063171,0.6535453865538293
20000,0.027647048234939575,0.17033070517958104
