iterations,error_inf,error_2,error_semi_H1
1000,0.007434546947479248,0.0038984163360043273,0.04445522853139464
2000,0.011619474738836288,0.00962780923746249,0.06642697521288518
5000,0.01562534272670746,0.009329090164084005,0.08891106152874491
8000,0.002036251127719879,0.0010110164427094806,0.009056416645076793
10000,0.00397828221321106,0.00261739891524636,0.017905287754645383
20000,0.0027538686990737915,0.0007476050054599188,0.010641917397565509
