iterations,error_inf,error_2,error_semi_H1
1000,0.05686590075492859,0.01305689215760508,0.18038618409190207
2000,0.07638713717460632,0.01913851138248766,0.2297383275337681
5000,0.02625909447669983,0.005450512829182306,0.0853866656745911
8000,0.04030776768922806,0.00849746423614537,0.1205180866039959
10000,0.015069246292114258,0.005949863460548207,0.06101511812542593
20000,0.019030258059501648,0.0030642984853875743,0.0430384649063901
