iterations,error_inf,error_2,error_semi_H1
1000,0.5241784939264037,0.25053205371671056,0.995589389825535
2000,0.6464171276807688,0.3208910578572849,1.1526644722994808
5000,0.34833999366509694,0.17911624597363093,0.5659600020247024
8000,0.18110021948814392,0.07051712914307796,0.4342271770510196
10000,0.0984782874584198,0.024160560717376402,0.33566596774177426
20000,0.08610151708126068,0.029076916715027604,0.16989147329045837
