iterations,error_inf,error_2
1000,6.443027648799686,75.02396690252405
2000,6.397713456027774,75.05704878289475
5000,5.8178650473287385,67.7656481307126
8000,5.26991489874628,60.60542921178502
10000,5.457798156612186,63.84295847218671
20000,5.187107715480594,61.59314245280847
