iterations,error_inf,error_2,error_semi_H1
1000,6.676694515817432,2.641311006217151,6.964345135046258
2000,5.959569368236331,2.3022874715946764,6.291253378463964
5000,5.8151763414075655,2.28039599203409,6.028735895237787
8000,5.41113427626398,2.232989919869098,5.652485182881758
10000,5.3296692703893465,2.120507208100709,5.602402411426352
20000,4.54915200549407,1.7053340047611338,4.504084849051135
