iterations,error_inf,error_2
1000,0.03796641528606415,0.7239870756341595
2000,0.04509305953979492,0.27561760787655987
5000,0.03969123214483261,0.2728641281878036
8000,0.0322270393371582,0.19524781981061762
10000,0.06366901099681854,0.476279924134429
20000,0.02214333415031433,0.1847527205298855
