iterations,error_inf,error_2
1000,0.5265576282237746,7.756769235209013
2000,0.39716504303812006,5.990843077626847
5000,0.21706902980804443,1.7496018787843257
8000,0.1475820243358612,1.0197150169022353
10000,0.10859625766450087,1.5275375801012787
20000,0.3096081018447876,2.2863555668628313
