iterations,error_inf,error_2
1000,0.08957666158676147,0.7071816266059291
2000,0.08001191914081573,0.6138109860377731
5000,0.07684773206710815,0.5981080256821991
8000,0.02887246012687683,0.20274479934248416
10000,0.037680089473724365,0.30971502767718917
20000,0.056818604469299316,0.4907307104121741
