iterations,error_inf,error_2
1000,0.5990117767274282,8.326625737771497
2000,0.33202574936746576,4.6599602577668655
5000,0.15612406818269708,2.490676301809721
8000,0.11994753930870505,2.0048906340353128
10000,0.15535401371451918,3.1350013482968273
20000,0.1600065529346466,1.1570444119249672
