iterations,error_inf,error_2
1000,0.6583804545376133,8.911321200068475
2000,0.4379919079515766,5.2358964206434875
5000,0.2549893385611889,3.392076501193041
8000,0.23602010881636848,3.2011826931849616
10000,0.3056894070350048,4.229379627194941
20000,0.20633788172830314,3.0484977071372694
