iterations,error_inf,error_2
1000,0.07502122223377228,0.5787715269762209
2000,0.0734180361032486,0.5967250760904329
5000,0.06036663055419922,0.4842184740173998
8000,0.026258915662765503,0.31812264969984483
10000,0.023126304149627686,0.15163044635415163
20000,0.05406320095062256,0.41984914510813764
