iterations,error_inf,error_2
1000,0.5777300274812099,7.439940020357486
2000,0.5024974403354954,6.863660026663325
5000,0.2322077420584785,2.9186599876710346
8000,0.1828388529568855,2.406989277314638
10000,0.24849834643519675,3.307070226949174
20000,0.24715638160705566,3.073098565395746
