iterations,error_inf,error_2,error_semi_H1
1000,0.062470899074042074,0.04238232466511445,0.2613553537563129
2000,0.08177778124809265,0.02351980006063565,0.2436232441188484
5000,0.030315160751342773,0.009416747713797679,0.13078585623883549
8000,0.04027393087744713,0.011283882274369536,0.10161126605195113
10000,0.04892493784427643,0.012936567266326911,0.18103691604087735
20000,0.015599101781845093,0.0028822767047442543,0.04837663357514872
