iterations,error_inf,error_2
1000,6.69297252940443,78.9028906280137
2000,6.207896176450519,71.67472991812005
5000,5.654747996204166,66.2577285086465
8000,5.35553136812952,62.74713307381153
10000,5.799923989646701,69.50854798333913
20000,5.344234857433109,62.34398225962696
