iterations,error_inf,error_2,error_semi_H1
1000,0.050541847944259644,0.025977343828990893,0.2719321662561804
2000,0.09648303687572479,0.028047667690789348,0.2866159709361984
5000,0.024698644876480103,0.005082736764211715,0.0868896805271392
8000,0.04552062600851059,0.00914707443269553,0.13271475677619993
10000,0.02020123600959778,0.007976923744287833,0.07560339934942184
20000,0.015786543488502502,0.006030235336020153,0.05807919083927914
