iterations,error_inf,error_2,error_semi_H1
1000,0.6612462440227248,0.2765263775546675,0.7387260880809684
2000,0.3570837080478668,0.11449256432999161,1.0202362950475226
5000,0.20694559812545776,0.05357719200403718,0.5488467040806932
8000,0.17210485766106765,0.09589218816333536,0.6665426930763894
10000,0.19348685443401337,0.04045421094846158,0.5514331418845986
20000,0.12214842438697815,0.03206847615296806,0.46660335113923945
