iterations,error_inf,error_2,error_semi_H1
1000,0.006348848342895508,0.0033535704927783643,0.02234997753773513
2000,0.0016686022281646729,0.001170682169236319,0.010347535236737452
5000,0.005004286766052246,0.0023747415012223766,0.008614898854372376
8000,0.018950972706079483,0.0066647074685474705,0.07454135356338702
10000,0.0061294883489608765,0.0020991597198719136,0.02560106681219953
20000,0.0017152130603790283,0.001101835354458558,0.008206435454577724
