iterations,error_inf,error_2,error_semi_H1
1000,0.08291289210319519,0.06112175379454193,0.4712928193911084
2000,0.07999967038631439,0.02444911402212837,0.29187619344172044
5000,0.03612622618675232,0.005309395904478814,0.09859986217697217
8000,0.06191747635602951,0.015508637005362822,0.15344457285816654
10000,0.02529078722000122,0.008213169673457147,0.09387141426509432
20000,0.01282145082950592,0.005669359288183313,0.05420432454627532
