iterations,error_inf,error_2
1000,0.08115774393081665,1.0118461250194142
2000,0.07952934503555298,0.8301117866372636
5000,0.09581241011619568,0.7752958318987498
8000,0.044434815645217896,0.31963256309500865
10000,0.03385624289512634,0.2367550485185114
20000,0.0717000961303711,0.5371034145609119
