iterations,error_inf,error_2
1000,0.004968181252479553,0.06435220745522784
2000,0.015404820442199707,0.19418144416382116
5000,0.0018943306058645248,0.019845677234789662
8000,0.0023113787174224854,0.04807534785380899
10000,0.002780318260192871,0.04072049156747106
20000,0.003624558448791504,0.031476378088507506
