iterations,error_inf,error_2
1000,0.012065798044204712,0.30014118040616206
2000,0.0029624253511428833,0.038046360971913676
5000,0.008018404245376587,0.15040840406714462
8000,0.010508805513381958,0.13073890273661054
10000,0.005111336708068848,0.04917700213190798
20000,0.0035361051559448242,0.07653990848186527
